1|5|1|2|5|Owner was very polite and friendly but the accomodation was not in good condition at all.|Resources\Images\GuestExperienceImages\986cb5c7-c794-4b06-940a-cd182e3be93e.jpg
2|9|6|4|5|Everything was very nice.|Resources\Images\GuestExperienceImages\8ba7d3ee-c0c7-4d34-a239-27c48b62300a.jpg
3|7|7|5|5|This is the most beautiful place I have ever been!|Resources\Images\GuestExperienceImages\9649a8f9-77e1-4cb1-abc2-b1791f4a4caf.jpg
4|10|8|4|4|The apartment was nice but it was a bit hot inside so it was pretty uncomfortable, especially at night.|Resources\Images\GuestExperienceImages\8ea07b2a-2005-4b4f-88b3-c2c7f1302de3.jpg
5|7|7|5|5|The place is spotless and impeccably clean. The owner is professional and accommodating.|
6|7|7|4|4|The place is quite clean and tidy. The owner is helpful and attentive.|
7|7|7|4|5|The cleanliness is good, nothing to complain about. The owner is polite and cooperative.|
8|7|7|5|4|The cleanliness is exceptional, no complaints whatsoever. The owner is outstanding in their service.|
9|7|7|4|5|The place is well-kept and fairly clean. The owner is friendly and accommodating.|
10|7|7|5|4|The cleanliness is satisfactory. The owner is friendly and responsive.|
11|7|7|4|5|The cleanliness is outstanding, no complaints whatsoever. The owner is exceptional.|
12|7|7|5|5|The place is impeccably clean and well-organized. The owner is excellent.|
13|7|7|5|4|The place is clean and well-maintained. The owner is courteous and accommodating.|
14|7|7|4|5|The cleanliness is satisfactory. The owner is fantastic.|
15|7|7|5|5|The place is spotless and impeccably clean. The owner is professional and helpful.|
16|7|7|5|4|The cleanliness is exceptional, no complaints whatsoever. The owner is outstanding.|
17|7|7|4|5|The place is clean and well-maintained. The owner is excellent.|
18|7|7|5|4|The cleanliness is outstanding, no complaints whatsoever. The owner is exceptional.|
19|7|7|4|5|The cleanliness is good, nothing to complain about. The owner is polite and cooperative.|
20|7|7|5|5|The place is spotless and impeccably clean. The owner is professional and helpful.|
21|7|7|5|4|The cleanliness is exceptional, no complaints whatsoever. The owner is outstanding.|
22|7|7|4|5|The place is clean and well-maintained. The owner is excellent.|
23|7|7|5|5|The place is impeccably clean and well-organized. The owner is professional and helpful.|
24|7|7|5|4|The cleanliness is outstanding, no complaints whatsoever. The owner is exceptional.|
25|7|7|4|5|The place is clean and well-maintained. The owner is courteous and accommodating.|
26|7|7|5|5|The place is spotless and impeccably clean. The owner is excellent.|
27|7|7|5|4|The cleanliness is exceptional, no complaints whatsoever. The owner is outstanding.|
28|7|7|4|5|The place is clean and well-maintained. The owner is professional and helpful.|
29|7|7|5|5|The place is impeccably clean and well-organized. The owner is courteous and accommodating.|
30|7|7|5|4|The cleanliness is exceptional, no complaints whatsoever. The owner is outstanding.|
31|7|7|4|5|The place is clean and well-maintained. The owner is excellent.|
32|7|7|5|5|The place is spotless and impeccably clean. The owner is professional and helpful.|
33|7|7|5|4|The cleanliness is outstanding, no complaints whatsoever. The owner is exceptional.|
34|7|7|4|5|The place is clean and well-maintained. The owner is courteous and accommodating.|
35|7|7|5|5|The place is spotless and impeccably clean. The owner is excellent.|
36|7|7|5|4|The cleanliness is exceptional, no complaints whatsoever. The owner is outstanding.|
37|7|7|4|5|The place is clean and well-maintained. The owner is professional and helpful.|
38|7|7|5|5|The place is spotless and impeccably clean. The owner is courteous and accommodating.|
39|7|7|5|4|The cleanliness is exceptional, no complaints whatsoever. The owner is outstanding.|
40|7|7|4|5|The place is clean and well-maintained. The owner is excellent.|
41|7|7|5|5|The place is spotless and impeccably clean. The owner is professional and helpful.|
42|7|7|5|4|The cleanliness is outstanding, no complaints whatsoever. The owner is exceptional.|
43|7|7|4|5|The place is clean and well-maintained. The owner is courteous and accommodating.|
44|7|7|5|5|The place is impeccably clean and well-organized. The owner is excellent.|
45|7|7|5|4|The cleanliness is exceptional, no complaints whatsoever. The owner is outstanding.|
46|7|7|4|5|The place is clean and well-maintained. The owner is professional and helpful.|
47|7|7|5|5|The place is spotless and impeccably clean. The owner is courteous and accommodating.|
48|7|7|5|4|The cleanliness is outstanding, no complaints whatsoever. The owner is exceptional.|
49|7|7|4|5|The place is clean and well-maintained. The owner is excellent.|
50|7|7|5|5|The place is impeccably clean and well-organized. The owner is professional and helpful.|
51|7|7|5|4|The cleanliness is exceptional, no complaints whatsoever. The owner is outstanding.|
52|7|7|4|5|The place is clean and well-maintained. The owner is courteous and accommodating.|
53|7|7|5|5|The place is spotless and impeccably clean. The owner is excellent.|
54|7|7|5|4|The cleanliness is outstanding, no complaints whatsoever. The owner is exceptional.|
55|7|7|4|5|The place is clean and well-maintained. The owner is professional and helpful.|
56|7|7|5|5|The place is impeccably clean and well-organized. The owner is courteous and accommodating.|
57|10|8|2|5|dads|Resources\Images\GuestExperienceImages\5c31c143-d4b3-40c5-b34c-47633d7e492b.jpg
58|7|9|2|5|blabla.|Resources\Images\GuestExperienceImages\fa3f4ab2-6002-4cc5-87f1-2fa6c8918c16.jpg
59|7|9|3|5|adasda|
60|7|9|3|5|BLLLLLLLLLLLLLA|
