3|14.04.2024 00:00:00|9
3|15.04.2024 00:00:00|9
3|16.04.2024 00:00:00|9
3|17.04.2024 00:00:00|9
3|18.04.2024 00:00:00|9
3|17.05.2024 00:00:00|9
3|18.05.2024 00:00:00|9
3|19.05.2024 00:00:00|9
3|20.05.2024 00:00:00|9
3|21.05.2024 00:00:00|9
3|19.02.2024 00:00:00|10
3|20.02.2024 00:00:00|10
3|21.02.2024 00:00:00|10
3|22.02.2024 00:00:00|10
3|23.02.2024 00:00:00|10
3|13.06.2024 00:00:00|11
3|14.06.2024 00:00:00|11
3|15.06.2024 00:00:00|11
3|16.06.2024 00:00:00|11
3|17.06.2024 00:00:00|11
3|10.07.2024 00:00:00|11
3|11.07.2024 00:00:00|11
3|12.07.2024 00:00:00|11
3|13.07.2024 00:00:00|11
3|14.07.2024 00:00:00|11
3|15.07.2024 00:00:00|11
3|23.05.2024 00:00:00|11
3|24.05.2024 00:00:00|11
3|25.05.2024 00:00:00|11
3|26.05.2024 00:00:00|11
3|27.05.2024 00:00:00|11
3|18.07.2024 00:00:00|11
3|19.07.2024 00:00:00|11
3|20.07.2024 00:00:00|11
3|21.07.2024 00:00:00|11
3|22.07.2024 00:00:00|11
3|23.07.2024 00:00:00|11
3|09.05.2024 00:00:00|11
3|10.05.2024 00:00:00|11
3|11.05.2024 00:00:00|11
3|12.05.2024 00:00:00|11
3|13.05.2024 00:00:00|11
3|08.05.2024 00:00:00|11
3|26.07.2024 00:00:00|11
3|27.07.2024 00:00:00|11
3|28.07.2024 00:00:00|11
3|29.07.2024 00:00:00|11
3|30.07.2024 00:00:00|11
3|07.08.2024 00:00:00|12
3|08.08.2024 00:00:00|12
3|09.08.2024 00:00:00|12
3|10.08.2024 00:00:00|12
3|11.08.2024 00:00:00|12
3|12.08.2024 00:00:00|12
3|13.08.2024 00:00:00|12
3|14.08.2024 00:00:00|12
3|15.08.2024 00:00:00|12
3|16.08.2024 00:00:00|12
3|30.01.2024 00:00:00|13
3|31.01.2024 00:00:00|13
3|01.02.2024 00:00:00|13
3|02.02.2024 00:00:00|13
3|03.02.2024 00:00:00|13
3|04.02.2024 00:00:00|13
1|03.05.2024 00:00:00|14
1|04.05.2024 00:00:00|14
1|05.05.2024 00:00:00|14
1|06.05.2024 00:00:00|14
1|07.05.2024 00:00:00|14
6|05.05.2024 00:00:00|15
6|06.05.2024 00:00:00|15
6|07.05.2024 00:00:00|15
6|08.05.2024 00:00:00|15
6|09.05.2024 00:00:00|15
3|07.02.2024 00:00:00|16
3|08.02.2024 00:00:00|16
3|09.02.2024 00:00:00|16
3|10.02.2024 00:00:00|16
3|11.02.2024 00:00:00|16
3|25.02.2024 00:00:00|16
3|26.02.2024 00:00:00|16
3|27.02.2024 00:00:00|16
3|28.02.2024 00:00:00|16
3|29.02.2024 00:00:00|16
3|01.03.2024 00:00:00|16
3|02.03.2024 00:00:00|17
3|03.03.2024 00:00:00|17
3|04.03.2024 00:00:00|17
3|05.03.2024 00:00:00|17
3|06.03.2024 00:00:00|17
3|31.07.2024 00:00:00|18
3|01.08.2024 00:00:00|18
3|02.08.2024 00:00:00|18
3|03.08.2024 00:00:00|18
3|04.08.2024 00:00:00|18
1|11.05.2024 00:00:00|19
1|12.05.2024 00:00:00|19
1|13.05.2024 00:00:00|19
1|14.05.2024 00:00:00|19
1|15.05.2024 00:00:00|19
1|16.05.2024 00:00:00|19
1|17.05.2024 00:00:00|19
1|18.05.2024 00:00:00|19
1|19.05.2024 00:00:00|19
1|20.05.2024 00:00:00|19
1|21.05.2024 00:00:00|19
1|22.05.2024 00:00:00|19
